Date,40 m T,40 m std(T),40 m N,47 m T,47 m std(T),47 m N,56 m T,56 m std(T),56 m N,66 m T,66 m std(T),66 m N,78 m T,78 m std(T),78 m N,92 m T,92 m std(T),92 m N,110 m T,110 m std(T),110 m N,131 m T,131 m std(T),131 m N,156 m T,156 m std(T),156 m N,186 m T,186 m std(T),186 m N,222 m T,222 m std(T),222 m N,266 m T,266 m std(T),266 m N,318 m T,318 m std(T),318 m N,380 m T,380 m std(T),380 m N
2002-11-05,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-06,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-07,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-08,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-09,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-10,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-11,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-12,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-13,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-14,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-15,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-16,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-17,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-18,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-19,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-20,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-21,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-22,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-23,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-24,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-25,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-26,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-27,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-28,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-29,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-11-30,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-01,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-02,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-03,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-04,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-05,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-06,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-07,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-08,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-09,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-10,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-11,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-12,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-13,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-14,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-15,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-16,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-17,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-18,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-19,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-20,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-21,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-22,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-23,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-24,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-25,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-26,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-27,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-28,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-29,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-30,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2002-12-31,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-01,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-02,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-03,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-04,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-05,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-06,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-07,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-08,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-09,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-10,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-11,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-12,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-13,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-14,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-15,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-16,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-17,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-18,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-19,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-20,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-21,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-22,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-23,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-24,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-25,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-26,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-27,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
2003-01-28,NaN,NaN,0, NaN, NaN,0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN,  0,  NaN, NaN, 0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0, NaN, NaN,0
